Title,Rating,Year,Month,Runtime,Directors,Budget,Income,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Top_50_Director,Lead,Supporting,Lead_Top,Supporting_Top
Clash of the Titans,5.8,2010,4,106,Louis Leterrier,125000000.0,493214993.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Sam Worthington, Liam Neeson,1,0
Rare Exports,6.6,2010,12,84,Jalmari Helander,2064880.0,4087363.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Jorma Tommila, Onni Tommila,0,0
Love & Other Drugs,6.7,2010,11,112,Edward Zwick,30000000.0,102820008.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Jake Gyllenhaal, Anne Hathaway,1,0
Alice in Wonderland,6.4,2010,3,108,Tim Burton,200000000.0,1025468216.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Mia Wasikowska, Johnny Depp,1,0
Iron Man 2,6.9,2010,5,124,Jon Favreau,200000000.0,623933331.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Robert Downey Jr , Mickey Rourke,0,0
Percy Jackson & the Olympians: The Lightning Thief,5.8,2010,2,118,Chris Columbus,95000000.0,226497209.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Logan Lerman, Kevin McKidd,1,0
RED,7.0,2010,10,111,Robert Schwentke,58000000.0,199006387.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bruce Willis, Helen Mirren,1,0
Incendies,8.3,2010,1,131,Denis Villeneuve,6800000.0,6788659.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Lubna Azabal, M lissa D sormeaux Poulin,0,0
True Grit,7.6,2010,12,110,Ethan Coen,38000000.0,252276927.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Jeff Bridges, Matt Damon,1,0
The Fighter,7.8,2010,12,116,David O Russell,25000000.0,129190869.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mark Wahlberg, Christian Bale,1,0
I Spit on Your Grave,6.2,2010,6,108,Steven R Monroe,2000000.0,1278650.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Sarah Butler, Jeff Branson,0,0
Easy A,7.0,2010,9,92,Will Gluck,8000000.0,75026327.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Emma Stone, Amanda Bynes,1,0
Tron: Legacy,6.8,2010,12,125,Joseph Kosinski,170000000.0,400063852.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Jeff Bridges, Garrett Hedlund,1,0
Tangled,7.7,2010,11,100,Nathan Greno,260000000.0,592462816.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandy Moore, Zachary Levi,1,0
Robin Hood,6.6,2010,5,140,Ridley Scott,200000000.0,321669741.0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Russell Crowe, Cate Blanchett,1,0
Remember Me,7.1,2010,3,113,Allen Coulter,16000000.0,56032889.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Robert Pattinson, Emilie de Ravin,1,0
Burlesque,6.4,2010,11,119,Steve Antin,55000000.0,89520336.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Cher, Christina Aguilera,1,0
Blue Valentine,7.3,2010,1,112,Derek Cianfrance,1000000.0,15440333.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ryan Gosling, Michelle Williams,1,0
Insidious,6.8,2010,4,103,James Wan,1500000.0,100106454.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,Patrick Wilson, Rose Byrne,1,0
Despicable Me,7.6,2010,7,95,Pierre Coffin,69000000.0,543157985.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steve Carell, Jason Segel,1,0
How to Train Your Dragon,8.1,2010,3,98,Dean DeBlois,165000000.0,494879471.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jay Baruchel, Gerard Butler,1,0
Hot Tub Time Machine,6.4,2010,3,101,Steve Pink,36000000.0,64780213.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,John Cusack, Rob Corddry,1,0
The Last Airbender,4.0,2010,7,103,M Night Shyamalan,150000000.0,319713881.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Noah Ringer, Nicola Peltz Beckham,0,0
Flipped,7.7,2010,9,90,Rob Reiner,14000000.0,4324817.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Madeline Carroll, Callan McAuliffe,0,0
Megamind,7.3,2010,11,95,Tom McGrath,130000000.0,321885765.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Will Ferrell, Jonah Hill,1,0
The Expendables,6.4,2010,8,103,Sylvester Stallone,80000000.0,274470394.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sylvester Stallone, Jason Statham,1,0
Toy Story 3,8.3,2010,6,103,Lee Unkrich,200000000.0,1066970811.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tom Hanks, Tim Allen,1,0
The Chronicles of Narnia: The Voyage of the Dawn Treader,6.3,2010,12,113,Michael Apted,155000000.0,415686217.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Ben Barnes, Skandar Keynes,0,0
The King's Speech,8.0,2010,12,118,Tom Hooper,15000000.0,427374317.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Colin Firth, Geoffrey Rush,1,0
Legion,5.2,2010,1,100,Scott Stewart,26000000.0,67918658.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Paul Bettany, Dennis Quaid,1,0
Piranha 3D,5.5,2010,8,88,Alexandre Aja,24000000.0,83188165.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Elisabeth Shue, Jerry O Connell,1,0
Let Me In,7.1,2010,10,116,Matt Reeves,20000000.0,27093592.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Kodi Smit McPhee, Chlo Grace Moretz,0,0
She's Out of My League,6.4,2010,3,104,Jim Field Smith,20000000.0,49779728.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Jay Baruchel, Alice Eve,1,0
The Twilight Saga: Eclipse,5.0,2010,6,124,David Slade,68000000.0,698509825.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kristen Stewart, Robert Pattinson,1,0
The Book of Eli,6.8,2010,1,118,Albert Hughes,80000000.0,157107755.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Denzel Washington, Mila Kunis,1,0
Dog Pound,7.0,2010,6,91,Kim Chapiron,5119800.0,465725.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adam Butcher, Shane Kippel,0,0
Unthinkable,7.0,2010,5,97,Gregor Jordan,15000000.0,1669947.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Samuel L Jackson, Carrie Anne Moss,0,0
Never Let Me Go,7.1,2010,10,103,Mark Romanek,15000000.0,9918093.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Keira Knightley, Carey Mulligan,1,0
127 Hours,7.6,2010,1,94,Danny Boyle,18000000.0,60738797.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,James Franco, Amber Tamblyn,1,0
Salt,6.4,2010,7,100,Phillip Noyce,110000000.0,293503354.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Angelina Jolie, Liev Schreiber,1,0
Prince of Persia: The Sands of Time,6.6,2010,5,116,Mike Newell,200000000.0,336365676.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Jake Gyllenhaal, Gemma Arterton,1,0
The Tourist,6.0,2010,12,103,Florian Henckel von Donnersmarck,100000000.0,278780441.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Johnny Depp, Angelina Jolie,1,0
Eat Pray Love,5.8,2010,8,133,Ryan Murphy,60000000.0,204594016.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Julia Roberts, Javier Bardem,1,0
The Karate Kid,6.2,2010,6,140,Harald Zwart,40000000.0,359126022.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Jackie Chan, Jaden Smith,1,0
The Ghost Writer,7.2,2010,3,128,Roman Polanski,45000000.0,60331447.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Ewan McGregor, Pierce Brosnan,1,0
Super,6.7,2010,6,96,James Gunn,2500000.0,422618.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Rainn Wilson, Elliot Page,0,0
How Do You Know,5.4,2010,12,121,James L Brooks,120000000.0,48668907.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Reese Witherspoon, Paul Rudd,1,0
The A-Team,6.7,2010,6,117,Joe Carnahan,110000000.0,177238796.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Liam Neeson, Bradley Cooper,1,0
Step Up 3D,6.1,2010,8,107,Jon M Chu,30000000.0,159291809.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Sharni Vinson, Rick Malambri,0,0
Buried,7.0,2010,10,95,Rodrigo Cort s,3000000.0,19439764.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Ryan Reynolds, Jos Luis Garc a P rez,1,0
Winter's Bone,7.1,2010,7,100,Debra Granik,2000000.0,13796834.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Jennifer Lawrence, John Hawkes,1,0
Predators,6.4,2010,7,107,Nimr d Antal,40000000.0,127233108.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Adrien Brody, Laurence Fishburne,1,0
The Losers,6.3,2010,4,97,Sylvain White,25000000.0,29397654.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Idris Elba, Zoe Saldana,1,0
The Way Back,7.3,2010,1,133,Peter Weir,30000000.0,24172201.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Jim Sturgess, Ed Harris,0,0
The Next Three Days,7.3,2010,11,133,Paul Haggis,30000000.0,67448651.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Russell Crowe, Elizabeth Banks,1,0
Machete,6.6,2010,9,105,Ethan Maniquis,10500000.0,45491656.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Danny Trejo, Michelle Rodriguez,0,0
The Wolfman,5.8,2010,2,103,Joe Johnston,150000000.0,139789765.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Benicio Del Toro, Anthony Hopkins,1,0
Sex and the City 2,4.5,2010,5,146,Michael Patrick King,100000000.0,290745055.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sarah Jessica Parker, Kim Cattrall,1,0
The Sorcerer's Apprentice,6.1,2010,7,109,Jon Turteltaub,150000000.0,215283742.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Nicolas Cage, Jay Baruchel,1,0
The Final,5.3,2010,2,93,Joey Stewart,1000000.0,28491.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Marc Donato, Jascha Washington,0,0
Rabbit Hole,7.0,2010,1,91,John Cameron Mitchell,5000000.0,5144717.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nicole Kidman, Aaron Eckhart,1,0
Leap Year,6.4,2010,1,100,Anand Tucker,19000000.0,32686500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Amy Adams, Matthew Goode,1,0
Unstoppable,6.8,2010,11,98,Tony Scott,100000000.0,167805466.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Denzel Washington, Chris Pine,1,0
Due Date,6.5,2010,11,95,Todd Phillips,65000000.0,211780824.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Robert Downey Jr , Zach Galifianakis,0,0
Dinner for Schmucks,5.9,2010,7,114,Jay Roach,69000000.0,86855739.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steve Carell, Paul Rudd,1,0
Get Him to the Greek,6.3,2010,6,109,Nicholas Stoller,40000000.0,91720255.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Jonah Hill, Russell Brand,1,0
Rubber,5.7,2010,11,82,Quentin Dupieux,500000.0,101729.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Stephen Spinella, Roxane Mesquida,0,0
Shrek Forever After,6.3,2010,5,95,Mike Mitchell,165000000.0,752600867.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mike Myers, Cameron Diaz,1,0
Devil,6.3,2010,9,80,John Erick Dowdle,10000000.0,62695489.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,Chris Messina, Caroline Dhavernas,0,0
Life as We Know It,6.5,2010,10,114,Greg Berlanti,38000000.0,105734416.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Katherine Heigl, Josh Duhamel,1,0
Centurion,6.3,2010,7,97,Neil Marshall,12000000.0,6890432.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Michael Fassbender, Dominic West,1,0
Valentine's Day,5.7,2010,2,125,Garry Marshall,52000000.0,216528528.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Julia Roberts, Jamie Foxx,1,0
Date Night,6.3,2010,4,88,Shawn Levy,55000000.0,152263880.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Steve Carell, Tina Fey,1,0
The Switch,6.1,2010,8,101,Josh Gordon,19000000.0,49843011.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Jennifer Aniston, Jason Bateman,1,0
Monsters,6.4,2010,12,94,Gareth Edwards,500000.0,5060438.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Scoot McNairy, Whitney Able,0,0
Killers,5.4,2010,6,100,Robert Luketic,75000000.0,98159963.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Katherine Heigl, Ashton Kutcher,1,0
Los ojos de Julia,6.7,2010,10,118,Guillem Morales,5300000.0,16934369.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,Bel n Rueda, Llu s Homar,0,0
Avatar,7.8,2009,12,162,James Cameron,237000000.0,2922917914.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Sam Worthington, Zoe Saldana,1,0
A Christmas Carol,6.8,2009,11,96,Robert Zemeckis,200000000.0,325286646.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Jim Carrey, Gary Oldman,1,0
Inglourious Basterds,8.3,2009,8,153,Quentin Tarantino,70000000.0,321457747.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Brad Pitt, Diane Kruger,1,0
Brothers,7.1,2009,12,105,Jim Sheridan,26000000.0,43474578.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Jake Gyllenhaal, Natalie Portman,1,0
The Hangover,7.7,2009,6,100,Todd Phillips,35000000.0,469328079.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zach Galifianakis, Bradley Cooper,1,0
Harry Potter and the Half-Blood Prince,7.6,2009,7,153,David Yates,250000000.0,934504700.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Daniel Radcliffe, Emma Watson,1,0
Star Trek,7.9,2009,5,127,J J Abrams,150000000.0,385680446.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Chris Pine, Zachary Quinto,1,0
Watchmen,7.6,2009,3,162,Zack Snyder,130000000.0,185382813.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Jackie Earle Haley, Patrick Wilson,1,0
The Proposal,6.7,2009,6,108,Anne Fletcher,40000000.0,317375031.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sandra Bullock, Ryan Reynolds,1,0
Sherlock Holmes,7.6,2009,12,128,Guy Ritchie,90000000.0,524028679.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Robert Downey Jr , Jude Law,0,0
Hachi: A Dog's Tale,8.1,2009,3,93,Lasse Hallstr m,16000000.0,46749646.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Richard Gere, Joan Allen,1,0
500 Days of Summer,7.7,2009,8,95,Marc Webb,7500000.0,60800444.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Zooey Deschanel, Joseph Gordon Levitt,1,0
Coraline,7.7,2009,2,100,Henry Selick,60000000.0,124627844.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Dakota Fanning, Teri Hatcher,1,0
The Lovely Bones,6.6,2009,1,135,Peter Jackson,65000000.0,93621340.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,Rachel Weisz, Mark Wahlberg,1,0
Splice,5.8,2009,6,104,Vincenzo Natali,30000000.0,27127620.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Adrien Brody, Sarah Polley,1,0
3 Idiots,8.4,2009,12,170,Rajkumar Hirani,6600000.0,60262836.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Aamir Khan, Madhavan,0,0
2012,5.8,2009,11,158,Roland Emmerich,200000000.0,791217826.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,John Cusack, Thandiwe Newton,1,0
Orphan,7.0,2009,7,123,Jaume Collet Serra,20000000.0,77912251.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,Vera Farmiga, Peter Sarsgaard,1,0
Mr. Nobody,7.8,2009,9,141,Jaco Van Dormael,47000000.0,3559160.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Jared Leto, Sarah Polley,1,0
Fantastic Mr. Fox,7.9,2009,11,87,Wes Anderson,40000000.0,46474181.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,George Clooney, Meryl Streep,1,0
Transformers: Revenge of the Fallen,5.9,2009,6,149,Michael Bay,200000000.0,836303693.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Shia LaBeouf, Megan Fox,1,0
Night at the Museum: Battle of the Smithsonian,6.0,2009,5,105,Shawn Levy,150000000.0,413106170.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ben Stiller, Owen Wilson,1,0
Up,8.3,2009,5,96,Pete Docter,175000000.0,735099102.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Edward Asner, Jordan Nagai,0,0
The Human Centipede (First Sequence),4.4,2009,4,92,Tom Six,1590000.0,325113.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Dieter Laser, Ashley C Williams,0,0
The Blind Side,7.6,2009,11,129,John Lee Hancock,29000000.0,309231694.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Quinton Aaron, Sandra Bullock,0,0
Fast & Furious,6.5,2009,4,107,Justin Lin,85000000.0,360366870.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Vin Diesel, Paul Walker,1,0
Up in the Air,7.4,2009,12,109,Jason Reitman,25000000.0,166842739.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,George Clooney, Vera Farmiga,1,0
New in Town,5.6,2009,1,97,Jonas Elmer,8000000.0,29010817.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ren e Zellweger, Harry Connick Jr ,0,0
Antichrist,6.5,2009,5,108,Lars von Trier,11000000.0,7413863.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Willem Dafoe, Charlotte Gainsbourg,1,0
Couples Retreat,5.5,2009,10,113,Peter Billingsley,70000000.0,171844840.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vince Vaughn, Malin Akerman,1,0
District 9,7.9,2009,8,112,Neill Blomkamp,30000000.0,210888950.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Sharlto Copley, David James,0,0
Zombieland,7.6,2009,10,88,Ruben Fleischer,23600000.0,102392080.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Jesse Eisenberg, Emma Stone,1,0
Enter the Void,7.2,2009,5,161,Gaspar No,16000000.0,775385.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Nathaniel Brown, Paz de la Huerta,0,0
Jennifer's Body,5.4,2009,9,102,Karyn Kusama,16000000.0,31556061.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Megan Fox, Amanda Seyfried,1,0
X-Men Origins: Wolverine,6.5,2009,5,107,Gavin Hood,150000000.0,373062864.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Hugh Jackman, Liev Schreiber,1,0
The Road,7.2,2009,11,111,John Hillcoat,25000000.0,27639579.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Viggo Mortensen, Charlize Theron,1,0
The Last House on the Left,6.5,2009,3,110,Dennis Iliadis,15000000.0,45995223.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Garret Dillahunt, Monica Potter,0,0
17 Again,6.4,2009,4,102,Burr Steers,20000000.0,136316880.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Zac Efron, Matthew Perry,0,0
Terminator Salvation,6.5,2009,5,115,McG,200000000.0,371353001.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Christian Bale, Sam Worthington,1,0
Moon,7.8,2009,7,97,Duncan Jones,5000000.0,9760107.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Sam Rockwell, Kevin Spacey,1,0
Public Enemies,7.0,2009,7,140,Michael Mann,100000000.0,214104620.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christian Bale, Johnny Depp,1,0
Law Abiding Citizen,7.4,2009,10,109,F Gary Gray,50000000.0,127944208.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gerard Butler, Jamie Foxx,1,0
He's Just Not That Into You,6.4,2009,2,129,Ken Kwapis,40000000.0,178866158.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ginnifer Goodwin, Jennifer Aniston,1,0
The Secret in Their Eyes,8.2,2009,5,129,Juan Jos Campanella,2000000.0,35079650.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Ricardo Dar n, Soledad Villamil,0,0
Angels & Demons,6.7,2009,5,138,Ron Howard,150000000.0,485930816.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Tom Hanks, Ewan McGregor,1,0
The Princess and the Frog,7.1,2009,12,97,Ron Clements,105000000.0,267045765.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anika Noni Rose, Keith David,0,0
The Twilight Saga: New Moon,4.7,2009,11,130,Chris Weitz,50000000.0,711025481.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Kristen Stewart, Robert Pattinson,1,0
Triangle,6.9,2009,10,99,Christopher Smith,12000000.0,1333377.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,Melissa George, Joshua McIvor,0,0
Cloudy with a Chance of Meatballs,6.9,2009,9,90,Phil Lord,100000000.0,243006126.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anna Faris, Bill Hader,1,0
G.I. Joe: The Rise of Cobra,5.7,2009,8,118,Stephen Sommers,175000000.0,302469017.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Dennis Quaid, Channing Tatum,1,0
"I Love You, Man",7.0,2009,3,105,John Hamburg,40000000.0,91980359.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Paul Rudd, Jason Segel,1,0
My Sister's Keeper,7.3,2009,6,109,Nick Cassavetes,30000000.0,95714875.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cameron Diaz, Abigail Breslin,1,0
Monsters vs. Aliens,6.4,2009,3,94,Rob Letterman,175000000.0,381509870.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Reese Witherspoon, Rainn Wilson,1,0
The Girl with the Dragon Tattoo,7.8,2009,4,152,Niels Arden Oplev,13000000.0,104414200.0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Michael Nyqvist, Noomi Rapace,0,0
Pandorum,6.7,2009,9,108,Christian Alvart,33000000.0,20648328.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Dennis Quaid, Ben Foster,1,0
State of Play,7.1,2009,4,127,Kevin Macdonald,60000000.0,87812371.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Russell Crowe, Rachel McAdams,1,0
Drag Me to Hell,6.6,2009,5,99,Sam Raimi,30000000.0,90842646.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Alison Lohman, Justin Long,0,0
