Title,Rating,Year,Month,Certificate,Runtime,Directors,Stars,Country_of_origin,top_50_director_1,top_50_director_2,top_1000_Stars_1,top_1000_Stars_2,top_1000_Stars_3,top_1000_Stars_4,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Sport,genre_Thriller,genre_War,genre_Western,Budget_inf,Income_inf,Profit_inf,ROI_inf
Hansel & Gretel: Witch Hunters,6.1,2013,1,R,88.0,Tommy Wirkola,"Jeremy Renner, Gemma Arterton, Peter Stormare, Famke Janssen","United States, Germany",0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,59010647.15,267140903.41,208130256.26,0.7791029138677719
Gangster Squad,6.7,2013,1,R,113.0,Ruben Fleischer,"Sean Penn, Ryan Gosling, Emma Stone, Giovanni Ribisi",United States,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70812776.58,124159467.33,53346690.75,0.42966269022571846
The Counselor,5.4,2013,10,R,117.0,Ridley Scott,"Michael Fassbender, Pen lope Cruz, Cameron Diaz, Javier Bardem","United Kingdom, United States",1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,29505323.57,83806135.06,54300811.49,0.6479336083345686
The Heat,6.6,2013,6,R,117.0,Paul Feig,"Sandra Bullock, Michael McDonald, Melissa McCarthy, Demi n Bichir","United States, United Kingdom",0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50749156.55,271367271.92,220618115.37,0.8129871882083075
Blue Jasmine,7.3,2013,8,PG-13,98.0,Woody Allen,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard, Sally Hawkins",United States,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21243832.97,116964772.39,95720939.42,0.8183740921654095
White House Down,6.3,2013,6,PG-13,131.0,Roland Emmerich,"Channing Tatum, Jamie Foxx, Maggie Gyllenhaal, Jason Clarke",United States,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,177031941.45,242376481.06,65344539.610000014,0.26959934117462514
47 Ronin,6.2,2013,12,PG-13,128.0,Carl Rinsch,"Keanu Reeves, Hiroyuki Sanada, Ko Shibasaki, Tadanobu Asano","United States, United Kingdom, Japan, Hungary",0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,206537265.02,179137251.32,-27400013.700000018,-0.1529554210422392
Despicable Me 2,7.3,2013,7,PG,98.0,"Pierre Coffin, Chris Renaud","Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove","United States, France, Japan",0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89696183.67,1145710603.7,1056014420.0300001,0.9217113087892075
Monsters University,7.2,2013,6,G,104.0,Dan Scanlon,"Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren",United States,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236042588.59,877558716.9,641516128.31,0.7310235952941965
The Great Beauty,7.7,2013,3,Not Rated,141.0,Paolo Sorrentino,"Toni Servillo, Carlo Verdone, Sabrina Ferilli, Carlo Buccirosso","Italy, France",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11509436.62,29423407.35,17913970.730000004,0.6088339979427978
Inside Llewyn Davis,7.4,2013,1,R,104.0,"Ethan Coen, Joel Coen","Oscar Isaac, Carey Mulligan, John Goodman, Garrett Hedlund","United States, United Kingdom, France",1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12982342.37,38900112.47,25917770.1,0.6662646572034449
The Frozen Ground,6.4,2013,2,R,105.0,Scott Walker,"Nicolas Cage, Vanessa Hudgens, John Cusack, Dean Norris",United States,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,32125396.31,6629799.0,-25495597.31,-3.845606376603574
Texas Chainsaw,4.8,2013,1,R,92.0,John Luessenhop,"Alexandra Daddario, Tania Raymonde, Scott Eastwood, Trey Songz",United States,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,23604258.86,55871972.33,32267713.47,0.5775295219473416
Only God Forgives,5.7,2013,5,R,90.0,Nicolas Winding Refn,"Ryan Gosling, Kristin Scott Thomas, Vithaya Pansringarm, Gordon Brown","Denmark, France, United States, Sweden, Belgium",0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5665022.13,12557012.51,6891990.38,0.5488558982091832
G.I. Joe: Retaliation,5.7,2013,3,PG-13,110.0,Jon M Chu,"Dwayne Johnson, Channing Tatum, Adrianne Palicki, Lee Byung hun",United States,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,153427682.59,443454043.24,290026360.65,0.6540167241028761
The Best Offer,7.8,2013,1,R,131.0,Giuseppe Tornatore,"Geoffrey Rush, Jim Sturgess, Sylvia Hoeks, Donald Sutherland",Italy,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16888847.21,24689704.24,7800857.0299999975,0.3159558718958554
Percy Jackson: Sea of Monsters,5.7,2013,8,PG,106.0,Thor Freudenthal,"Logan Lerman, Alexandra Daddario, Brandon T Jackson, Nathan Fillion",United States,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,106219164.87,235865928.42,129646763.54999998,0.5496629564874734
The Butler,7.2,2013,8,PG-13,132.0,Lee Daniels,"Forest Whitaker, Oprah Winfrey, John Cusack, Jane Fonda",United States,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35406388.29,209268035.83,173861647.54000002,0.8308084263821229
Escape Plan,6.7,2013,10,R,115.0,Mikael H fstr m,"Sylvester Stallone, Arnold Schwarzenegger, 50 Cent, Vincent D Onofrio",United States,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,59010647.15,162076638.28,103065991.13,0.6359089886350275
The Book Thief,7.5,2013,11,PG-13,131.0,Brian Percival,"Sophie N lisse, Geoffrey Rush, Emily Watson, Ben Schnetzer","Germany, United States",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22424045.92,90388161.4,67964115.48,0.7519139058403284
August: Osage County,7.2,2013,1,R,121.0,John Wells,"Meryl Streep, Dermot Mulroney, Julia Roberts, Juliette Lewis",United States,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29505323.57,87558743.67,58053420.1,0.663022533977845
The Christmas Candle,6.2,2013,11,PG,100.0,John Stephenson,"Hans Matheson, Samantha Barks, Lesley Manville, Sylvester McCoy","United Kingdom, United States",0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2923121.91,0.0,0.0
21 Jump Street,7.2,2012,3,R,109.0,"Phil Lord, Christopher Miller","Jonah Hill, Channing Tatum, Ice Cube, Brie Larson",United States,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50594673.75,242836759.62,192242085.87,0.7916515035484231
The Hunger Games,7.2,2012,3,PG-13,142.0,Gary Ross,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Stanley Tucci",United States,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,93961536.97,836492250.42,742530713.4499999,0.8876719576029278
Django Unchained,8.4,2012,12,R,165.0,Quentin Tarantino,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington",United States,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,120463508.94,513264140.41,392800631.47,0.7652991910875117
Pitch Perfect,7.1,2012,10,PG-13,112.0,Jason Moore,"Anna Kendrick, Brittany Snow, Rebel Wilson, Anna Camp",United States,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,20478796.52,139312947.36,118834150.84000002,0.8530014840108111
This Is 40,6.2,2012,12,R,134.0,Judd Apatow,"Paul Rudd, Leslie Mann, Maude Apatow, Iris Apatow",United States,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,42162228.13,106267072.33,64104844.199999996,0.6032427806134517
The Dark Knight Rises,8.4,2012,7,PG-13,164.0,Christopher Nolan,"Christian Bale, Tom Hardy, Anne Hathaway, Gary Oldman","United States, United Kingdom",1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,301158772.35,1302415108.79,1001256336.4399999,0.7687689813197963
The Hobbit: An Unexpected Journey,7.8,2012,12,PG-13,169.0,Peter Jackson,"Martin Freeman, Ian McKellen, Richard Armitage, Andy Serkis","New Zealand, United States",1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,216834316.09,1225150809.19,1008316493.1,0.8230141836715118
The Hunt,8.3,2012,1,R,115.0,Thomas Vinterberg,"Mads Mikkelsen, Thomas Bo Larsen, Annika Wedderkopp, Lasse Fogelstr m","Denmark, Sweden",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4577613.34,19137282.36,14559669.02,0.7608012854757293
The Avengers,8.0,2012,5,PG-13,143.0,Joss Whedon,"Robert Downey Jr , Chris Evans, Scarlett Johansson, Jeremy Renner",United States,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,265019719.67,1829618463.69,1564598744.02,0.8551502813676767
Rise of the Guardians,7.2,2012,11,PG,97.0,Peter Ramsey,"Hugh Jackman, Alec Baldwin, Isla Fisher, Chris Pine",United States,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174672087.96,369752706.08,195080618.11999997,0.5275975399563193
Les Misérables,7.5,2012,12,PG-13,158.0,Tom Hooper,"Hugh Jackman, Russell Crowe, Anne Hathaway, Amanda Seyfried","United Kingdom, United States",0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,73482740.45,532809267.64,459326527.19,0.8620843425350295
Zero Dark Thirty,7.4,2012,1,R,157.0,Kathryn Bigelow,"Jessica Chastain, Joel Edgerton, Chris Pratt, Mark Strong",United States,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,48185403.58,160000495.09,111815091.51,0.6988421595014703
Skyfall,7.8,2012,11,PG-13,143.0,Sam Mendes,"Daniel Craig, Javier Bardem, Naomie Harris, Judi Dench","United Kingdom, United States, Turkey",1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,240927017.88,1335421717.53,1094494699.65,0.8195873148404241
The Perks of Being a Wallflower,7.9,2012,10,PG-13,103.0,Stephen Chbosky,"Logan Lerman, Emma Watson, Ezra Miller, Paul Rudd",United States,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15660256.16,40215690.81,24555434.650000002,0.6105933817228888
Prometheus,7.0,2012,6,R,124.0,Ridley Scott,"Noomi Rapace, Logan Marshall Green, Michael Fassbender, Charlize Theron","United Kingdom, United States",1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,156602561.62,485894946.82,329292385.2,0.6777028395851717
Silver Linings Playbook,7.7,2012,12,R,122.0,David O Russell,"Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver",United States,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,25297336.88,284790736.45,259493399.57,0.9111721919212025
Nativity 2: Danger in the Manger!,5.3,2012,11,Not Rated,105.0,Debbie Isitt,"David Tennant, Marc Wootton, Jason Watkins, Joanna Page",United Kingdom,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4372825.37,17387679.99,13014854.619999997,0.7485101305916085
Rock of Ages,5.9,2012,6,PG-13,123.0,Adam Shankman,"Julianne Hough, Diego Boneta, Tom Cruise, Alec Baldwin",United States,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,90347631.7,71577746.18,-18769885.519999996,-0.26223074239860056
Seven Psychopaths,7.1,2012,10,R,110.0,Martin McDonagh,"Colin Farrell, Woody Harrelson, Sam Rockwell, Christopher Walken","United Kingdom, United States",0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18069526.34,38821030.56,20751504.220000003,0.5345428475405214
Ted,6.9,2012,6,R,106.0,Seth MacFarlane,"Mark Wahlberg, Mila Kunis, Seth MacFarlane, Joel McHale",United States,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60231754.47,661788349.25,601556594.78,0.9089863782910953
Compliance,6.4,2012,9,R,90.0,Craig Zobel,"Ann Dowd, Dreama Walker, Pat Healy, Bill Camp",United States,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,325251.47,713283.71,388032.24,0.5440082740709163
The Place Beyond the Pines,7.3,2012,4,R,140.0,Derek Cianfrance,"Ryan Gosling, Bradley Cooper, Eva Mendes, Craig Van Hook",United States,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,18069526.34,56792761.01,38723234.67,0.6818339869615013
The Impossible,7.5,2012,1,PG-13,114.0,J A Bayona,"Naomi Watts, Ewan McGregor, Tom Holland, Oaklee Pendergast","Spain, Thailand, United States",0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,54208579.02,238622806.34,184414227.32,0.7728273342709695
The Dictator,6.4,2012,5,R,83.0,Larry Charles,"Sacha Baron Cohen, Anna Faris, John C Reilly, Ben Kingsley",United States,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78301280.81,216086879.77,137785598.96,0.6376398192553715
Magic Mike,6.1,2012,6,R,110.0,Steven Soderbergh,"Channing Tatum, Alex Pettyfer, Olivia Munn, Matthew McConaughey",United States,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8432445.63,202137771.62,193705325.99,0.9582836717629786
Looper,7.4,2012,9,R,119.0,Rian Johnson,"Joseph Gordon Levitt, Bruce Willis, Emily Blunt, Paul Dano","United States, China",0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,36139052.68,212626307.69,176487255.01,0.8300348951518774
The Amazing Spider-Man,6.9,2012,7,PG-13,136.0,Marc Webb,"Andrew Garfield, Emma Stone, Rhys Ifans, Irrfan Khan",United States,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,277066070.56,913029871.98,635963801.4200001,0.696542162460519
Cloud Atlas,7.4,2012,10,R,172.0,"Tom Tykwer, Lana Wachowski, Lilly Wachowski","Tom Hanks, Halle Berry, Hugh Grant, Hugo Weaving","United States, Germany, Hong Kong, Singapore, China",0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,122872779.12,157224664.09,34351884.97,0.21848916115563125
Argo,7.7,2012,10,R,120.0,Ben Affleck,"Ben Affleck, Bryan Cranston, John Goodman, Alan Arkin","United Kingdom, United States",0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,53606261.48,279867453.08,226261191.6,0.8084583938216043
That's My Boy,5.5,2012,6,R,116.0,Sean Anders,"Adam Sandler, Andy Samberg, Leighton Meester, Susan Sarandon",United States,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84324456.26,69530444.76,-14794011.5,-0.21277026993088946
Flight,7.3,2012,11,R,138.0,Robert Zemeckis,"Denzel Washington, Nadine Velazquez, Don Cheadle, John Goodman","United States, United Arab Emirates",1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,37343687.77,194876679.42,157532991.64999998,0.8083727212453341
Spring Breakers,5.3,2012,3,R,94.0,Harmony Korine,"Vanessa Hudgens, Selena Gomez, Ashley Benson, Rachel Korine","United States, France",0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6023175.45,38753591.48,32730416.029999997,0.8445776192612123
The Twilight Saga: Breaking Dawn - Part 2,5.5,2012,11,PG-13,115.0,Bill Condon,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Peter Facinelli",United States,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,144556210.73,1022558569.71,878002358.98,0.858632830419683
Jack Reacher,7.0,2012,12,PG-13,130.0,Christopher McQuarrie,"Tom Cruise, Rosamund Pike, Richard Jenkins, Werner Herzog",United States,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,72278105.36,263020742.18,190742636.82,0.7251999794353252
Journey 2: The Mysterious Island,5.7,2012,2,PG,94.0,Brad Peyton,"Josh Hutcherson, Dwayne Johnson, Michael Caine, Luis Guzm n",United States,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95166172.06,403899386.29,308733214.23,0.7643814888303132
Moonrise Kingdom,7.8,2012,6,PG-13,94.0,Wes Anderson,"Jared Gilman, Kara Hayward, Bruce Willis, Bill Murray",United States,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,19274161.43,82233236.24,62959074.809999995,0.7656159198970618
John Carter,6.6,2012,3,PG-13,132.0,Andrew Stanton,"Taylor Kitsch, Lynn Collins, Willem Dafoe, Samantha Morton",United States,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,301158772.35,342283930.13,41125157.77999997,0.12014925084090441
Sinister,6.8,2012,10,R,110.0,Scott Derrickson,"Ethan Hawke, Juliet Rylance, James Ransone, Fred Thompson","United States, United Kingdom, Canada",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3613905.27,99400600.53,95786695.26,0.9636430237772127
Killing Them Softly,6.2,2012,11,R,97.0,Andrew Dominik,"Brad Pitt, Ray Liotta, Richard Jenkins, Scoot McNairy",United States,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,18069526.34,45692369.1,27622842.76,0.6045395172998372
Anna Karenina,6.6,2012,9,R,129.0,Joe Wright,"Keira Knightley, Jude Law, Aaron Taylor Johnson, Matthew Macfadyen","United Kingdom, United States",0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,48908184.63,83034472.77,34126288.13999999,0.4109893999631642
Life of Pi,7.9,2012,11,PG,127.0,Ang Lee,"Suraj Sharma, Irrfan Khan, Adil Hussain, Tabu","United States, Taiwan, United Kingdom, Canada, India, France",0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,144556210.73,733642724.22,589086513.49,0.8029610245454415
Frances Ha,7.4,2012,8,R,86.0,Noah Baumbach,"Greta Gerwig, Mickey Sumner, Adam Driver, Michael Zegen","United States, Brazil",0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,10911662.94,0.0,0.0
Savages,6.4,2012,7,R,131.0,Oliver Stone,"Aaron Taylor Johnson, Taylor Kitsch, Blake Lively, Benicio Del Toro",United States,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54208579.02,99943937.93,45735358.910000004,0.45761013481410656
Battleship,5.8,2012,5,PG-13,131.0,Peter Berg,"Alexander Skarsg rd, Brooklyn Decker, Liam Neeson, Rihanna","United States, Japan",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,251768733.68,365035132.21,113266398.52999997,0.3102890339465717
Lincoln,7.3,2012,11,PG-13,150.0,Steven Spielberg,"Daniel Day Lewis, Sally Field, David Strathairn, Joseph Gordon Levitt","United States, India",1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,78301280.81,331628149.75,253326868.94,0.7638883162692072
Men in Black 3,6.8,2012,5,PG-13,106.0,Barry Sonnenfeld,"Will Smith, Tommy Lee Jones, Josh Brolin, Jemaine Clement","United States, United Arab Emirates",0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271042895.11,788088519.99,517045624.88,0.6560755698948143
The Master,7.1,2012,9,R,138.0,Paul Thomas Anderson,"Joaquin Phoenix, Philip Seymour Hoffman, Amy Adams, Jesse Plemons",United States,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38548322.86,34076802.94,-4471519.920000002,-0.13121888012420457
The Vow,6.8,2012,2,PG-13,104.0,Michael Sucsy,"Rachel McAdams, Channing Tatum, Sam Neill, Jessica Lange","United States, Australia, France, Canada, Germany, Brazil, United Kingdom",0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,36139052.68,236246492.56,200107439.88,0.8470281937801819
End of Watch,7.6,2012,9,R,109.0,David Ayer,"Jake Gyllenhaal, Michael Pe a, Anna Kendrick, America Ferrera",United States,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8432445.63,66349067.33,57916621.699999996,0.8729078498110667
The Raven,6.4,2012,4,R,110.0,James McTeigue,"John Cusack, Alice Eve, Luke Evans, Brendan Gleeson","United States, Spain, Hungary",0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,31320512.32,35776873.12,4456360.799999997,0.12455981787600105
Dredd,7.1,2012,9,R,95.0,Pete Travis,"Karl Urban, Olivia Thirlby, Lena Headey, Rachel Wood","United Kingdom, South Africa, India",0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60231754.47,49435504.0,-10796250.469999999,-0.21839062205171406
Project X,6.6,2012,3,R,88.0,Nima Nourizadeh,"Thomas Mann, Oliver Cooper, Jonathan Daniel Brown, Dax Flame",United States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14455621.07,123754409.38,109298788.31,0.8831910625049925
Dark Shadows,6.2,2012,5,PG-13,113.0,Tim Burton,"Johnny Depp, Michelle Pfeiffer, Eva Green, Helena Bonham Carter","United States, Australia, United Kingdom",1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,180695263.41,295770619.09,115075355.67999998,0.3890695973591066
The Bourne Legacy,6.6,2012,8,PG-13,135.0,Tony Gilroy,"Jeremy Renner, Rachel Weisz, Edward Norton, Scott Glenn","United States, Japan, South Korea, Philippines, United Arab Emirates, Canada",0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,150579386.17,332653655.6,182074269.43000004,0.5473388503775698
Safe House,6.7,2012,2,R,115.0,Daniel Espinosa,"Denzel Washington, Ryan Reynolds, Robert Patrick, Vera Farmiga","South Africa, United States, Japan",0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,102393982.6,250655897.81,148261915.21,0.5914958175944626
The Paperboy,5.7,2012,10,R,107.0,Lee Daniels,"Matthew McConaughey, Nicole Kidman, John Cusack, Zac Efron",United States,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15057938.62,4558176.55,-10499762.07,-2.303500523690773
Wreck-It Ralph,7.7,2012,11,PG,101.0,Rich Moore,"John C Reilly, Jack McBrayer, Jane Lynch, Sarah Silverman",United States,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198764789.75,567651627.02,368886837.27,0.6498472297288123
Brave,7.1,2012,6,PG,93.0,"Mark Andrews, Brenda Chapman, Steve Purcell","Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters",United States,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222857491.54,649278083.75,426420592.21000004,0.6567611057301456
Hotel Transylvania,7.0,2012,9,PG,91.0,Genndy Tartakovsky,"Adam Sandler, Kevin James, Andy Samberg, Selena Gomez",United States,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102393982.6,431711826.56,329317843.96000004,0.7628186760230691
Snow White and the Huntsman,6.1,2012,6,PG-13,127.0,Rupert Sanders,"Kristen Stewart, Chris Hemsworth, Charlize Theron, Sam Claflin","United States, United Kingdom",0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,204787965.2,477749638.02,272961672.82,0.5713487799829019
Arbitrage,6.6,2012,9,R,107.0,Nicholas Jarecki,"Richard Gere, Susan Sarandon, Brit Marling, Tim Roth","United States, Poland",0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,14455621.07,42746543.61,28290922.54,0.6618294755738264
Wanderlust,5.6,2012,2,R,98.0,David Wain,"Jennifer Aniston, Paul Rudd, Malin Akerman, Justin Theroux",United States,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,28685753.73,0.0,0.0
Wrath of the Titans,5.7,2012,3,PG-13,99.0,Jonathan Liebesman,"Sam Worthington, Liam Neeson, Rosamund Pike, Ralph Fiennes","United States, Spain",0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,180695263.41,363763757.93,183068494.52,0.5032620499682333
The Lorax,6.4,2012,3,PG,86.0,"Chris Renaud, Kyle Balda","Zac Efron, Taylor Swift, Danny DeVito, Ed Helms","United States, France",0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84324456.26,420638475.09,336314018.83,0.7995322319434571
Lawless,7.2,2012,8,R,116.0,John Hillcoat,"Tom Hardy, Shia LaBeouf, Guy Pearce, Jason Clarke",United States,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31320512.32,66741851.85,35421339.53,0.5307215569865852
Silent Night,5.2,2012,12,R,94.0,Steven C Miller,"Malcolm McDowell, Jaime King, Donal Logue, Rick Skene","Canada, United States",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6023175.45,157543.38,-5865632.07,-37.23185366468588
