Title,Rating,Year,Month,Certificate,Runtime,Directors,Stars,Filming_location,Budget,Income,Country_of_origin, Action, Adventure, Biography, Comedy, Crime, Drama, Family, Fantasy, History, Horror, Music, Musical, Mystery, Romance, Sci-Fi, Sport, Thriller, War, Western,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Horror,Mystery,Romance,Sci-Fi,Thriller
Sinister,6.8,2012,October,R,110,Scott Derrickson,"Ethan Hawke, Juliet Rylance, James Ransone, Fred Thompson",USA,"$3,000,000 ","$82,515,113 ","United States, United Kingdom, Canada",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Killing Them Softly,6.2,2012,November,R,97,Andrew Dominik,"Brad Pitt, Ray Liotta, Richard Jenkins, Scoot McNairy",USA,"$15,000,000 ","$37,930,465 ",United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Anna Karenina,6.6,2012,September,R,129,Joe Wright,"Keira Knightley, Jude Law, Aaron Taylor Johnson, Matthew Macfadyen",Russia,"$40,600,000 ","$68,929,150 ","United Kingdom, United States",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Life of Pi,7.9,2012,November,PG,127,Ang Lee,"Suraj Sharma, Irrfan Khan, Adil Hussain, Tabu",New Zealand,"$120,000,000 ","$609,016,565 ","United States, Taiwan, United Kingdom, Canada, India, France",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Frances Ha,7.4,2012,August,R,86,Noah Baumbach,"Greta Gerwig, Mickey Sumner, Adam Driver, Michael Zegen",USA,Unknown,"$9,058,065 ","United States, Brazil",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Savages,6.4,2012,July,R,131,Oliver Stone,"Aaron Taylor Johnson, Taylor Kitsch, Blake Lively, Benicio Del Toro",Indonesia,"$45,000,000 ","$82,966,152 ",United States,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Battleship,5.8,2012,May,PG-13,131,Peter Berg,"Alexander Skarsg rd, Brooklyn Decker, Liam Neeson, Rihanna",USA,"$209,000,000 ","$303,025,485 ","United States, Japan",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lincoln,7.3,2012,November,PG-13,150,Steven Spielberg,"Daniel Day Lewis, Sally Field, David Strathairn, Joseph Gordon Levitt",USA,"$65,000,000 ","$275,293,450 ","United States, India",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Men in Black 3,6.8,2012,May,PG-13,106,Barry Sonnenfeld,"Will Smith, Tommy Lee Jones, Josh Brolin, Jemaine Clement",USA,"$225,000,000 ","$654,213,485 ","United States, United Arab Emirates",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Master,7.1,2012,September,R,138,Paul Thomas Anderson,"Joaquin Phoenix, Philip Seymour Hoffman, Amy Adams, Jesse Plemons",USA,"$32,000,000 ","$28,288,071 ",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Vow,6.8,2012,February,PG-13,104,Michael Sucsy,"Rachel McAdams, Channing Tatum, Sam Neill, Jessica Lange",USA,"$30,000,000 ","$196,114,570 ","United States, Australia, France, Canada, Germany, Brazil, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
End of Watch,7.6,2012,September,R,109,David Ayer,"Jake Gyllenhaal, Michael Pe a, Anna Kendrick, America Ferrera",USA,"$7,000,000 ","$55,078,146 ",United States,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Raven,6.4,2012,April,R,110,James McTeigue,"John Cusack, Alice Eve, Luke Evans, Brendan Gleeson",Serbia,"$26,000,000 ","$29,699,345 ","United States, Spain, Hungary",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dredd,7.1,2012,September,R,95,Pete Travis,"Karl Urban, Olivia Thirlby, Lena Headey, Rachel Wood",South Africa,"$50,000,000 ","$41,037,742 ","United Kingdom, South Africa, India",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Project X,6.6,2012,March,R,88,Nima Nourizadeh,"Thomas Mann, Oliver Cooper, Jonathan Daniel Brown, Dax Flame",USA,"$12,000,000 ","$102,731,865 ",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dark Shadows,6.2,2012,May,PG-13,113,Tim Burton,"Johnny Depp, Michelle Pfeiffer, Eva Green, Helena Bonham Carter",Canada,"$150,000,000 ","$245,527,149 ","United States, Australia, United Kingdom",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Bourne Legacy,6.6,2012,August,PG-13,135,Tony Gilroy,"Jeremy Renner, Rachel Weisz, Edward Norton, Scott Glenn",Canada,"$125,000,000 ","$276,144,750 ","United States, Japan, South Korea, Philippines, United Arab Emirates, Canada",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Safe House,6.7,2012,February,R,115,Daniel Espinosa,"Denzel Washington, Ryan Reynolds, Robert Patrick, Vera Farmiga",South Africa,"$85,000,000 ","$208,076,205 ","South Africa, United States, Japan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Paperboy,5.7,2012,October,R,107,Lee Daniels,"Matthew McConaughey, Nicole Kidman, John Cusack, Zac Efron",USA,"$12,500,000 ","$3,783,865 ",United States,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Wreck-It Ralph,7.7,2012,November,PG,101,Rich Moore,"John C Reilly, Jack McBrayer, Jane Lynch, Sarah Silverman",USA,"$165,000,000 ","$471,222,889 ",United States,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Brave,7.1,2012,June,PG,93,"Mark Andrews, Brenda Chapman, Steve Purcell","Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters",USA,"$185,000,000 ","$538,983,207 ",United States,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hotel Transylvania,7.0,2012,September,PG,91,Genndy Tartakovsky,"Adam Sandler, Kevin James, Andy Samberg, Selena Gomez",USA,"$85,000,000 ","$358,375,603 ",United States,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Snow White and the Huntsman,6.1,2012,June,PG-13,127,Rupert Sanders,"Kristen Stewart, Chris Hemsworth, Charlize Theron, Sam Claflin",UK,"$170,000,000 ","$396,592,829 ","United States, United Kingdom",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Arbitrage,6.6,2012,September,R,107,Nicholas Jarecki,"Richard Gere, Susan Sarandon, Brit Marling, Tim Roth",USA,"$12,000,000 ","$35,485,056 ","United States, Poland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wanderlust,5.6,2012,February,R,98,David Wain,"Jennifer Aniston, Paul Rudd, Malin Akerman, Justin Theroux",USA,Unknown,"$23,812,816 ",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Wrath of the Titans,5.7,2012,March,PG-13,99,Jonathan Liebesman,"Sam Worthington, Liam Neeson, Rosamund Pike, Ralph Fiennes",Spain,"$150,000,000 ","$301,970,083 ","United States, Spain",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lorax,6.4,2012,March,PG,86,"Chris Renaud, Kyle Balda","Zac Efron, Taylor Swift, Danny DeVito, Ed Helms",Unknown,"$70,000,000 ","$349,183,316 ","United States, France",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lawless,7.2,2012,August,R,116,John Hillcoat,"Tom Hardy, Shia LaBeouf, Guy Pearce, Jason Clarke",USA,"$26,000,000 ","$55,404,207 ",United States,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Silent Night,5.2,2012,December,R,94,Steven C Miller,"Malcolm McDowell, Jaime King, Donal Logue, Rick Skene",Canada,"$5,000,000 ","$130,781 ","Canada, United States",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
The Expendables 2,6.6,2012,August,R,103,Simon West,"Sylvester Stallone, Liam Hemsworth, Randy Couture, Jean Claude Van Damme",Bulgaria,"$100,000,000 ","$314,975,955 ","United States, Germany, China",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
American Reunion,6.7,2012,April,R,113,"Jon Hurwitz, Hayden Schlossberg","Jason Biggs, Alyson Hannigan, Seann William Scott, Chris Klein",USA,"$50,000,000 ","$234,989,584 ",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Safety Not Guaranteed,6.9,2012,June,R,86,Colin Trevorrow,"Aubrey Plaza, Mark Duplass, Jake Johnson, Karan Soni",USA,"$750,000 ","$4,424,699 ",United States,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Total Recall,6.2,2012,August,PG-13,118,Len Wiseman,"Colin Farrell, Bokeem Woodbine, Bryan Cranston, Kate Beckinsale",Canada,"$125,000,000 ","$198,467,168 ","United States, Canada",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Piranha 3DD,3.8,2012,May,R,83,John Gulager,"Danielle Panabaker, Ving Rhames, David Hasselhoff, Matt Bush",USA,"$5,000,000 ","$8,518,634 ",United States,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Chronicle,7.0,2012,February,PG-13,84,Josh Trank,"Dane DeHaan, Alex Russell, Michael B Jordan, Michael Kelly",South Africa,"$12,000,000 ","$126,636,097 ",United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Body,7.6,2012,December,,112,Oriol Paulo,"Jose Coronado, Hugo Silva, Bel n Rueda, Aura Garrido",Spain,Unknown,"$8,779,609 ",Spain,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lucky One,6.4,2012,April,PG-13,101,Scott Hicks,"Zac Efron, Taylor Schilling, Blythe Danner, Riley Thomas Stewart",USA,"$25,000,000 ","$99,357,138 ",United States,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A Royal Affair,7.5,2012,March,R,137,Nikolaj Arcel,"Alicia Vikander, Mads Mikkelsen, Mikkel Boe F lsgaard, Trine Dyrholm",Czech Republic,Unknown,"$14,758,997 ","Denmark, Sweden, Czech Republic, Germany",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Man on a Ledge,6.6,2012,January,PG-13,102,Asger Leth,"Sam Worthington, Elizabeth Banks, Jamie Bell, Mandy Gonzalez",USA,"$42,000,000 ","$47,636,031 ",United States,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trouble with the Curve,6.8,2012,September,PG-13,111,Robert Lorenz,"Clint Eastwood, Amy Adams, John Goodman, Justin Timberlake",USA,"$30,000,000 ","$48,963,137 ",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Step Up Revolution,6.4,2012,July,PG-13,99,Scott Speer,"Kathryn McCormick, Ryan Guzman, Cleopatra Coleman, Misha Gabriel Hamilton",USA,"$33,000,000 ","$140,470,746 ",United States,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
V/H/S,5.8,2012,September,R,116,"Matt Bettinelli Olpin, David Bruckner, Tyler Gillett, Justin Martinez, Glenn McQuaid, Radio Silence, Joe Swanberg, Chad Villella, Ti West, Adam Wingard","Calvin Reeder, Lane Hughes, Adam Wingard, Hannah Fierman",USA,"$242,000 ","$1,944,287 ",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mud,7.4,2012,May,PG-13,130,Jeff Nichols,"Matthew McConaughey, Tye Sheridan, Jacob Lofland, Sam Shepard",USA,"$10,000,000 ","$32,613,173 ",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Taken 2,6.2,2012,October,PG-13,92,Olivier Megaton,"Liam Neeson, Famke Janssen, Maggie Grace, Leland Orser",Turkey,"$45,000,000 ","$376,152,455 ","France, United States, Turkey, United Kingdom",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
About Cherry,4.8,2012,August,R,98,Stephen Elliott,"Ashley Hinshaw, James Franco, Heather Graham, Lili Taylor",USA,"$2,500,000 ","$8,315 ",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Frankenweenie,6.9,2012,October,PG,87,Tim Burton,"Winona Ryder, Catherine O Hara, Martin Short, Martin Landau",USA,"$39,000,000 ","$84,247,681 ",United States,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
This Means War,6.3,2012,February,PG-13,103,McG,"Reese Witherspoon, Chris Pine, Tom Hardy, Til Schweiger",Canada,"$65,000,000 ","$156,491,279 ",United States,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Iceman,6.8,2012,May,R,106,Ariel Vromen,"Michael Shannon, Chris Evans, James Franco, Winona Ryder",USA,"$10,000,000 ","$4,552,970 ",United States,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Contraband,6.4,2012,January,R,109,Baltasar Korm kur,"Mark Wahlberg, Giovanni Ribisi, Kate Beckinsale, Robert Wahlberg",USA,"$25,000,000 ","$96,262,212 ","United States, United Kingdom, France",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Woman in Black,6.4,2012,February,PG-13,95,James Watkins,"Daniel Radcliffe, Janet McTeer, Ciar n Hinds, Emma Shorey",UK,"$17,000,000 ","$128,955,898 ","United Kingdom, Canada, United States, Sweden",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Watch,5.7,2012,July,R,102,Akiva Schaffer,"Ben Stiller, Vince Vaughn, Jonah Hill, Billy Crudup",Georgia,"$68,000,000 ","$68,267,862 ",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Abraham Lincoln: Vampire Hunter,5.9,2012,June,R,105,Timur Bekmambetov,"Benjamin Walker, Rufus Sewell, Dominic Cooper, Anthony Mackie",USA,"$69,000,000 ","$116,471,580 ","United States, Russia",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ice Age: Continental Drift,6.5,2012,July,PG,88,"Steve Martino, Michael Thurmeier","Ray Romano, Denis Leary, John Leguizamo, Aziz Ansari",Unknown,"$95,000,000 ","$877,244,782 ",United States,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Maniac,6.1,2012,January,Not Rated,89,Franck Khalfoun,"Elijah Wood, Nora Arnezeder, America Olivo, Megan Duffy",USA,"$6,000,000 ","$2,631,275 ","France, United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LOL,4.3,2012,March,PG-13,97,Lisa Azuelos,"Miley Cyrus, Douglas Booth, Ashley Greene, Demi Moore",France,"$11,000,000 ","$10,578,643 ",United States,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Three Stooges,5.1,2012,April,PG,92,"Bobby Farrelly, Peter Farrelly","Sean Hayes, Chris Diamantopoulos, Will Sasso, Jane Lynch",USA,"$30,000,000 ","$54,819,301 ",United States,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Madagascar 3: Europe's Most Wanted,6.8,2012,June,PG,93,"Eric Darnell, Tom McGrath, Conrad Vernon","Ben Stiller, Jada Pinkett Smith, Chris Rock, David Schwimmer",USA,"$145,000,000 ","$746,921,274 ",United States,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Words,7.0,2012,September,PG-13,102,"Brian Klugman, Lee Sternthal","Bradley Cooper, Dennis Quaid, Olivia Wilde, Zoe Saldana",Canada,"$6,000,000 ","$15,950,164 ",United States,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Diary of a Wimpy Kid: Dog Days,6.3,2012,August,PG,94,David Bowers,"Zachary Gordon, Robert Capron, Devon Bostick, Steve Zahn",Canada,"$22,000,000 ","$77,229,695 ","United States, Canada",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Promised Land,6.6,2012,January,R,106,Gus Van Sant,"Matt Damon, Frances McDormand, John Krasinski, Hal Holbrook",USA,"$15,000,000 ","$11,039,031 ","United States, United Arab Emirates",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Stuck in Love.,7.2,2012,May,R,97,Josh Boone,"Greg Kinnear, Jennifer Connelly, Lily Collins, Nat Wolff",USA,Unknown,"$977,671 ",United States,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Resident Evil: Retribution,5.3,2012,September,R,95,Paul W S Anderson,"Milla Jovovich, Sienna Guillory, Michelle Rodriguez, Aryana Engineer",Canada,"$65,000,000 ","$240,159,255 ","Germany, Canada, United States",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Think Like a Man,6.5,2012,April,PG-13,122,Tim Story,"Chris Brown, Gabrielle Union, Kevin Hart, Michael Ealy",USA,"$12,000,000 ","$96,070,507 ",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Arthur Christmas,7.1,2011,November,PG,97,"Sarah Smith, Barry Cook","James McAvoy, Jim Broadbent, Bill Nighy, Hugh Laurie",Unknown,"$100,000,000 ","$147,483,926 ","United Kingdom, United States",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Harry Potter and the Deathly Hallows: Part 2,8.1,2011,July,PG-13,130,David Yates,"Daniel Radcliffe, Emma Watson, Rupert Grint, Michael Gambon",UK,"$125,000,000 ","$1,342,359,942 ","United Kingdom, United States",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Drive,7.8,2011,September,R,100,Nicolas Winding Refn,"Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks",USA,"$15,000,000 ","$78,714,970 ",United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Puss in Boots,6.6,2011,October,PG,90,Chris Miller,"Antonio Banderas, Salma Hayek, Zach Galifianakis, Billy Bob Thornton",Unknown,"$130,000,000 ","$554,987,477 ",United States,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Crazy, Stupid, Love.",7.4,2011,July,PG-13,118,"Glenn Ficarra, John Requa","Steve Carell, Ryan Gosling, Julianne Moore, Emma Stone",USA,"$50,000,000 ","$145,079,584 ",United States,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sleeping Beauty,5.3,2011,December,TV-14,101,Julia Leigh,"Emily Browning, Rachael Blake, Ewen Leslie, Bridgette Barrett",Australia,"A$3,000,000","$408,680 ",Australia,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Intouchables,8.5,2011,November,R,112,"Olivier Nakache, ric Toledano","Fran ois Cluzet, Omar Sy, Anne Le Ny, Audrey Fleurot",France,"€ 9,500,000","$426,588,510 ",France,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Scream 4,6.2,2011,April,R,111,Wes Craven,"Neve Campbell, Courteney Cox, David Arquette, Lucy Hale",USA,"$40,000,000 ","$97,231,420 ",United States,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Margin Call,7.1,2011,September,R,107,J C Chandor,"Zachary Quinto, Stanley Tucci, Kevin Spacey, Paul Bettany",USA,"$3,500,000 ","$19,504,039 ",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Help,8.1,2011,August,PG-13,146,Tate Taylor,"Viola Davis, Emma Stone, Octavia Spencer, Bryce Dallas Howard",USA,"$25,000,000 ","$216,639,112 ","United States, India",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Transformers: Dark of the Moon,6.2,2011,June,PG-13,154,Michael Bay,"Shia LaBeouf, Rosie Huntington Whiteley, Tyrese Gibson, Josh Duhamel",USA,"$195,000,000 ","$1,123,794,079 ",United States,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Captain America: The First Avenger,6.9,2011,July,PG-13,124,Joe Johnston,"Chris Evans, Hugo Weaving, Samuel L Jackson, Hayley Atwell",UK,"$140,000,000 ","$370,569,774 ",United States,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Friends with Benefits,6.5,2011,July,R,109,Will Gluck,"Mila Kunis, Justin Timberlake, Patricia Clarkson, Jenna Elfman",USA,"$35,000,000 ","$149,542,245 ",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Girl with the Dragon Tattoo,7.8,2011,December,R,158,David Fincher,"Daniel Craig, Rooney Mara, Christopher Plummer, Stellan Skarsg rd",Sweden,"$90,000,000 ","$232,617,430 ","United States, Sweden, Norway",0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Moneyball,7.6,2011,September,PG-13,133,Bennett Miller,"Brad Pitt, Robin Wright, Jonah Hill, Philip Seymour Hoffman",USA,"$50,000,000 ","$110,206,216 ",United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immortals,6.0,2011,November,R,110,Tarsem Singh,"Henry Cavill, Mickey Rourke, John Hurt, Stephen Dorff",Canada,"$75,000,000 ","$226,904,017 ","United States, Canada, United Kingdom",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Horrible Bosses,6.9,2011,July,R,98,Seth Gordon,"Jason Bateman, Charlie Day, Jason Sudeikis, Steve Wiebe",USA,"$35,000,000 ","$209,838,559 ",United States,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
X: First Class,7.7,2011,June,PG-13,131,Matthew Vaughn,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Kevin Bacon",UK,"$160,000,000 ","$352,616,690 ","United States, United Kingdom",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Thor,7.0,2011,May,PG-13,115,Kenneth Branagh,"Chris Hemsworth, Anthony Hopkins, Natalie Portman, Tom Hiddleston",USA,"$150,000,000 ","$449,326,618 ",United States,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shame,7.2,2011,January,NC-17,101,Steve McQueen,"Michael Fassbender, Carey Mulligan, James Badge Dale, Lucy Walters",USA,"$6,500,000 ","$19,123,767 ","United Kingdom, Canada, United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Megan Is Missing,4.6,2011,May,Not Rated,85,Michael Goi,"Amber Perkins, Rachel Quinn, Dean Waite, Jael Elizabeth Steinmeyer",USA,Unknown,Unknown,United States,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
